"","ubicacion","lat","lon","precio_moneda","precio","ambientes","habitaciones","sup_des","sup_cub","fecha","expensas","href","tipo","fuente","sup_total"
"4831","Azucena Villaflor al 500",-34.6124019,-58.3604599,"USD",3500,3,2,160,154,2021-02-15,46000,"https://www.properati.com.ar/detalle/3j747_alquiler_departamento_puerto-madero_baulera_suite_gimnasio_lavadero_piscina_toilette_vestidor_lujoso_dependencias_garage_tenis_amenities_aire-acondicionado_estrenar_ciclovias-y-bicisendas-de-buenos-aires_coty-jaureguiberry-cartana_hlun","depto","properati",160
"4832","Azucena Villaflor al 500",-34.6124019,-58.3604599,"USD",3500,3,2,160,154,2021-02-15,46000,"https://www.properati.com.ar/detalle/3j74e_alquiler_departamento_puerto-madero_baulera_suite_gimnasio_lavadero_piscina_toilette_vestidor_lujoso_dependencias_garage_tenis_amenities_aire-acondicionado_estrenar_ciclovias-y-bicisendas-de-buenos-aires_coty-jaureguiberry-cartana_hlun","depto","properati",160
"4833","Viamonte al 2500",-34.6011251,-58.4025708,"ARS",29000,2,1,55,55,2021-02-14,5000,"https://www.properati.com.ar/detalle/3j67v_alquiler_departamento_once_subte-linea-d_subte-linea-b_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_proppremium","depto","properati",55
"4834","Avenida Independencia al 1900",-34.6184546,-58.394247,"ARS",25000,2,1,40,40,2021-02-14,6800,"https://www.properati.com.ar/detalle/3j6jc_alquiler_departamento_boedo_balcon_lavadero_impecable_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_spinelli-propiedades_ldd","depto","properati",40
"4835","Avenida Independencia al 1900",-34.6184546,-58.394247,"ARS",25000,2,1,40,40,2021-02-14,6800,"https://www.properati.com.ar/detalle/3j6jd_alquiler_departamento_almagro_balcon_lavadero_impecable_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_spinelli-propiedades_ldd","depto","properati",40
"4836","Tucuman al 2200",-34.6021342,-58.3988355,"ARS",24000,2,1,41,33,2021-02-14,3800,"https://www.properati.com.ar/detalle/3j66m_alquiler_departamento_once_subte-linea-d_subte-linea-b_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_proppremium","depto","properati",41
"4837","Avenida Independencia al 1900",-34.6184546,-58.394247,"ARS",25000,2,1,40,40,2021-02-14,6800,"https://www.properati.com.ar/detalle/3j6ja_alquiler_departamento_san-cristobal_balcon_lavadero_impecable_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_spinelli-propiedades_ldd","depto","properati",40
"4838","Avenida Independencia al 1900",-34.6184546,-58.394247,"ARS",25000,2,1,40,40,2021-02-14,6800,"https://www.properati.com.ar/detalle/3j6je_alquiler_departamento_balvanera_balcon_lavadero_impecable_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_spinelli-propiedades_ldd","depto","properati",40
"4839","Avenida Independencia al 1900",-34.6184546,-58.394247,"ARS",25000,2,1,40,40,2021-02-14,6800,"https://www.properati.com.ar/detalle/3j6jf_alquiler_departamento_congreso_balcon_lavadero_impecable_placard_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_spinelli-propiedades_ldd","depto","properati",40
"4840","Pierina Dealessi 1770",-34.6181078932,-58.3614123698,"USD",4900,4,3,247,200,2021-02-13,,"https://www.properati.com.ar/detalle/3izge_alquiler_departamento_puerto-madero_balcon_suite_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_sauna_dependencias_garage_tenis_amenities_impecable_estrenar_ciclovias-y-bicisendas-de-buenos-aires_ginevra-international-realty","depto","properati",247
"4841","Avenida Santa Fe 3900",-34.5828729,-58.4195688,"USD",1350,5,4,214,193,2021-02-13,,"https://www.properati.com.ar/detalle/3j0hb_alquiler_departamento_palermo_balcon_baulera_suite_jardin_lavadero_toilette_vista_lujoso_dependencias_garage_aire-acondicionado_doble-circulacion_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_re-max-destino","depto","properati",214
"4842","Parroisien 3700",-34.5522266797,-58.4826278687,"ARS",65000,2,1,112,50,2021-02-13,,"https://www.properati.com.ar/detalle/3j0ni_venta_departamento_saavedra_balcon_suite_lavadero_sum_terraza_toilette_vestidor_garage_estrenar_losa-radiante_ciclovias-y-bicisendas-de-buenos-aires_re-max-time","depto","properati",112
"4843","Calle Avenida Brasil 100",-34.624768141,-58.367357254,"USD",1990,7,4,289,289,2021-02-13,,"https://www.properati.com.ar/detalle/3j1fn_venta_departamento_barracas_suite_hidromasaje_parrilla_terraza_luminoso_sauna_garage_ciclovias-y-bicisendas-de-buenos-aires_re-max-home","depto","properati",289
"4844","Pierina Dealessi 1770",-34.6181078932,-58.3614123698,"USD",4900,4,3,260,188,2021-02-13,,"https://www.properati.com.ar/detalle/3izfl_alquiler_departamento_puerto-madero_balcon_suite_gimnasio_hidromasaje_jardin_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_sauna_dependencias_garage_tenis_amenities_impecable_placard_estrenar_ciclovias-y-bicisendas-de-buenos-aires_ginevra-","depto","properati",260
"4845","Ortiz de Ocampo al 2500",-34.5828678041,-58.405143275,"USD",2000,6,3,150,150,2021-02-12,,"https://www.properati.com.ar/detalle/3ixmn_alquiler_departamento_palermo_balcon_lavadero_luminoso_dependencias_garage_amoblado_ciclovias-y-bicisendas-de-buenos-aires_arquigrupo","depto","properati",150
"4846","Av Alvear al 1400",-34.5906534,-58.3843253,"USD",3000,10,5,431,415,2021-02-12,119699,"https://www.properati.com.ar/detalle/3iyuk_alquiler_departamento_recoleta_suite_lavadero_lujoso_doble-circulacion_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_duprat-inmobiliaria_hmp1","depto","properati",431
"4847","ALQUILER SLS 2 AMBIENTES AMOBLADO 63,09M2, PUERTO MADERO,  2 COCHERAS, BALCON  VISTA AL RIO",-34.615255,-58.3632197,"USD",1300,2,1,63,45,2021-02-12,27146,"https://www.properati.com.ar/detalle/3iyyc_alquiler_departamento_puerto-madero_suite_jardin_lavadero_terraza_lujoso_garage_ciclovias-y-bicisendas-de-buenos-aires_torre-alvear","depto","properati",63
"4848","Castañeda al 2000",-34.5521323,-58.4385007,"USD",4600,5,3,224,211,2021-02-11,42000,"https://www.properati.com.ar/detalle/3ivlw_alquiler_departamento_belgrano_jardin_parrilla_piscina_quincho_sauna_tenis_ciclovias-y-bicisendas-de-buenos-aires_american-propiedades","depto","properati",224
"4849","SLS SUITES PUERTO MADERO  49,35 mts2 COCHERA TERRAZA CON PARRILLA VISTA AL DIQUE",-34.615255,-58.3632197,"",,2,1,49,41,2021-02-11,35000,"https://www.properati.com.ar/detalle/3iw9q_alquiler_departamento_puerto-madero_suite_jardin_lavadero_terraza_lujoso_garage_ciclovias-y-bicisendas-de-buenos-aires_torre-alvear","depto","properati",49
"4850","Libertador entre Suipacha y Esmeralda",-34.5905171,-58.3794896,"USD",2500,4,3,170,170,2021-02-11,35000,"https://www.properati.com.ar/detalle/3iwod_alquiler_departamento_retiro_balcon_baulera_suite_gimnasio_lavadero_piscina_sum_sauna_lujoso_dependencias_garage_tenis_amoblado_amenities_placard_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_covello-propiedades_9ij","depto","properati",170
"4851","Piedras al 1100",-34.6261244,-58.3859524,"ARS",33000,2,1,48,42,2021-02-11,25000,"https://www.properati.com.ar/detalle/3ix4i_alquiler_departamento_san-telmo_gimnasio_lavadero_piscina_luminoso_amenities_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_kerner-propiedades_hmu0","depto","properati",48
"4852","M.T. de Alvear al 900",-34.5966957,-58.3805801,"ARS",69000,3,2,55,53,2021-02-11,6900,"https://www.properati.com.ar/detalle/3ix6t_alquiler_departamento_recoleta_balcon_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_keller-williams-del-plata_hklf","depto","properati",55
"4853","Avenida del Libertador al 1700",,,"USD",1500,3,2,122,122,2021-02-10,,"https://www.properati.com.ar/detalle/3iv96_alquiler_departamento_palermo-chico_suite_lavadero_vestidor_luminoso_lujoso_garage_amoblado_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_casares-propiedades_hmbl","depto","properati",122
"4854","Olazabal al 2200",-34.5590073,-58.4561644,"USD",3000,4,3,105,100,2021-02-10,,"https://www.properati.com.ar/detalle/3iuv3_alquiler_departamento_belgrano_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_piscina_sum_toilette_vestidor_luminoso_sauna_lujoso_garage_amoblado_amenities_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_nhr-bienes-raices_hjbm","depto","properati",105
"4855","SAN MARTIN DE TOURS 2900",-34.5783946,-58.4045386,"USD",2000,3,2,,,2021-02-10,,"https://www.properati.com.ar/detalle/3gxdm_alquiler_departamento_palermo_suite_patio_toilette_dependencias_amoblado_impecable_ciclovias-y-bicisendas-de-buenos-aires_estudio-lca","depto","properati",
"4856","Peron al 1400",-34.6065516,-58.3875496,"ARS",23000,2,1,32,32,2021-02-09,5700,"https://www.properati.com.ar/detalle/3isny_alquiler_departamento_tribunales_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_bs-as-accion","depto","properati",32
"4857","Guido al 1500, 8 A",,,"USD",3000,5,3,200,200,2021-02-09,,"https://www.properati.com.ar/detalle/3it9f_alquiler_departamento_recoleta_balcon_suite_lavadero_vestidor_luminoso_lujoso_dependencias_garage_zemborain-propiedades_hmxj","depto","properati",200
"4858","Torre Bellini Esmeralda",-34.5973721,-58.3787667,"ARS",65000,1,,35,32,2021-02-09,6000,"https://www.properati.com.ar/detalle/3irsb_alquiler_departamento_retiro_balcon_gimnasio_lavadero_piscina_terraza_luminoso_sauna_lujoso_amoblado_amenities_impecable_subte-linea-d_subte-linea-b_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_evoluer_h6o","depto","properati",35
"4859","Torre Bellini Esmeralda",-34.5973721,-58.3787667,"ARS",150000,1,,35,32,2021-02-09,6000,"https://www.properati.com.ar/detalle/3irsr_alquiler_departamento_retiro_balcon_gimnasio_lavadero_piscina_terraza_luminoso_sauna_lujoso_amoblado_amenities_impecable_subte-linea-d_subte-linea-b_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_evoluer_h6o","depto","properati",35
"4860","Montevideo al 1900, 4",-34.5882033634,-58.3847035734,"USD",1300,3,2,82,78,2021-02-09,,"https://www.properati.com.ar/detalle/3isit_alquiler_departamento_recoleta_balcon_lavadero_luminoso_electrogeno_garage_impecable_aire-acondicionado_losa-radiante_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",82
"4861","Suipacha al 1300",-34.5915803295,-58.3800704589,"USD",3500,5,3,230,230,2021-02-09,,"https://www.properati.com.ar/detalle/3iskf_alquiler_departamento_recoleta_balcon_baulera_suite_lavadero_parrilla_terraza_toilette_vestidor_lujoso_dependencias_garage_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_martin-pinus","depto","properati",230
"4862","Macacha Guemes 300",-34.6045656,-58.3642063,"USD",3600,3,2,195,184,2021-02-09,36000,"https://www.properati.com.ar/detalle/3ism9_alquiler_departamento_puerto-madero_balcon_baulera_suite_hidromasaje_jardin_lavadero_piscina_sum_toilette_vestidor_sauna_garage_subte-linea-b_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_arana-parera-propiedades_h3y","depto","properati",195
"4863","Alicia Moreau de Justo  al 1000, 2",,,"USD",1100,2,1,40,40,2021-02-09,,"https://www.properati.com.ar/detalle/3it8f_alquiler_departamento_puerto-madero_luminoso_kitchinete_garage_amoblado_zemborain-propiedades_hmxj","depto","properati",40
"4864","Avenida Callao  al 1400, 1",-34.5921955797,-58.3924712508,"USD",6500,5,4,300,300,2021-02-09,26000,"https://www.properati.com.ar/detalle/3itl9_alquiler_departamento_recoleta_suite_lavadero_toilette_vestidor_lujoso_dependencias_garage_amoblado_doble-circulacion_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",300
"4865","Posadas al 1300,3 duplex",-34.5884153443,-58.3853473036,"USD",1100,2,1,60,51,2021-02-08,4650,"https://www.properati.com.ar/detalle/3io7a_alquiler_departamento_recoleta_baulera_suite_jardin_lavadero_sotano_terraza_placard_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",60
"4866","ALQUILER SLS PUERTO MADERO  4 AMBIENTES 188 mts2 COCHERA BALCON TERRAZA CON PARRILLA VISTA AL DIQUE Pierina Dealessi 1700",-34.615255,-58.3632197,"USD",2750,4,3,188,140,2021-02-08,70000,"https://www.properati.com.ar/detalle/3ioca_alquiler_departamento_puerto-madero_balcon_baulera_suite_gimnasio_jardin_lavadero_parrilla_piscina_terraza_toilette_vestidor_sauna_lujoso_dependencias_garage_amenities_aire-acondicionado_doble-circulacion_ciclovias-y-bicisendas-de-buenos-aires_torre","depto","properati",188
"4867","M.T. de Alvear  al 800, 3 piso",-34.5963976,-58.3784611,"USD",6000,5,5,640,640,2021-02-08,80484,"https://www.properati.com.ar/detalle/3iopw_alquiler_departamento_retiro_suite_lavadero_terraza_vestidor_lujoso_dependencias_garage_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",640
"4868","Alvear al 1800, 11",-34.5878662563,-58.3885673688,"USD",2200,4,2,185,173,2021-02-08,38000,"https://www.properati.com.ar/detalle/3ioqx_alquiler_departamento_recoleta_balcon_baulera_suite_lavadero_luminoso_dependencias_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",185
"4869","Cerviño al 3600, 7 A",-34.5797184892,-58.4106580311,"USD",1300,3,1,90,76,2021-02-08,,"https://www.properati.com.ar/detalle/3ioxp_alquiler_departamento_palermo_balcon_baulera_suite_jardin_lavadero_parrilla_terraza_toilette_vestidor_luminoso_lujoso_garage_impecable_aire-acondicionado_losa-radiante_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",90
"4870","Talcahuano  al 1200, 16 E",-34.5938830662,-58.3858178031,"USD",750,3,2,55,55,2021-02-08,,"https://www.properati.com.ar/detalle/3ipin_alquiler_departamento_recoleta_lavadero_luminoso_vista_garage_amoblado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",55
"4871","Uruguay al 700",-34.60109295,-58.3865129403,"ARS",45000,4,3,68,60,2021-02-08,7500,"https://www.properati.com.ar/detalle/3ipjp_alquiler_departamento_san-nicolas_luminoso_subte-linea-d_subte-linea-b_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_sosa-vivanco-negocios-inmobiliarios","depto","properati",68
"4872","Levene al 900, 4",,,"USD",7000,5,3,360,354,2021-02-08,,"https://www.properati.com.ar/detalle/3iqef_alquiler_departamento_palermo-chico_balcon_baulera_suite_lavadero_luminoso_lujoso_dependencias_impecable_aire-acondicionado_estrenar_zemborain-propiedades_hmxj","depto","properati",360
"4873","Florida al 800",-34.5986917,-58.3753715,"USD",500,2,1,66,36,2021-02-08,,"https://www.properati.com.ar/detalle/3iqf9_alquiler_departamento_barrio-norte_patio_luminoso_lujoso_placard_aire-acondicionado_subte-linea-d_subte-linea-b_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_baires-bienes-raices_hmzc","depto","properati",66
"4874","Posadas al 1300, 1",-34.5888532,-58.3849402,"USD",1300,3,2,100,100,2021-02-08,,"https://www.properati.com.ar/detalle/3iqhy_alquiler_departamento_recoleta_suite_jardin_lavadero_aire-acondicionado_estrenar_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",100
"4875","Libertador al 3800, 12 y 13",-34.5721128,-58.4216507,"USD",7000,5,4,470,372,2021-02-08,80000,"https://www.properati.com.ar/detalle/3iqia_alquiler_departamento_palermo-chico_balcon_suite_lavadero_terraza_dependencias_garage_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",470
"4876","PACHECO DE MELO al 2000",-34.5909985,-58.394888,"ARS",40000,1,1,39,39,2021-02-08,4600,"https://www.properati.com.ar/detalle/3iqw1_alquiler_departamento_recoleta_luminoso_impecable_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_mario-costa-propiedades_hlco","depto","properati",39
"4877","alicia moreau de justo  al 1000, 3",-34.609267,-58.366484,"USD",3200,5,4,240,230,2021-02-08,45000,"https://www.properati.com.ar/detalle/3iqeq_alquiler_departamento_puerto-madero_baulera_gimnasio_lavadero_piscina_terraza_luminoso_vista_sauna_garage_amoblado_amenities_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",240
"4878","Levene al 900, 4",-34.5857673564,-58.3957338979,"USD",4500,5,4,290,268,2021-02-08,76000,"https://www.properati.com.ar/detalle/3iqhm_alquiler_departamento_recoleta_balcon_suite_lavadero_toilette_luminoso_lujoso_dependencias_garage_impecable_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",290
"4879","Montevideo al 1900, 17",-34.5883564395,-58.3846309466,"USD",1300,3,2,82,78,2021-02-08,,"https://www.properati.com.ar/detalle/3iqko_alquiler_departamento_recoleta_balcon_lavadero_luminoso_electrogeno_garage_amoblado_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",82
"4880","Soldado de la Independencia  al 500",,,"USD",2800,4,3,155,155,2021-02-08,50000,"https://www.properati.com.ar/detalle/3ioo1_alquiler_departamento_palermo_balcon_suite_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_vista_sauna_lujoso_dependencias_electrogeno_garage_amoblado_amenities_impecable_placard_aire-acondicionado_doble-circulacion_nm-aulett","depto","properati",155
"4881","Posadas al 1100, 21 D",,,"USD",1300,3,2,110,110,2021-02-08,,"https://www.properati.com.ar/detalle/3iool_alquiler_departamento_recoleta_lavadero_vista_dependencias_garage_impecable_zemborain-propiedades_hmxj","depto","properati",110
"4882","Bioy Casares al 2000, 10 piso, duplex",-34.5872592,-58.3898738,"USD",8000,6,4,384,370,2021-02-08,90000,"https://www.properati.com.ar/detalle/3iop9_alquiler_departamento_recoleta_balcon_baulera_suite_lavadero_parrilla_terraza_toilette_vestidor_luminoso_lujoso_dependencias_garage_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",384
"4883","Av. Libertador al 2300, 3",-34.581863443,-58.4024906612,"USD",3500,5,3,205,205,2021-02-08,40000,"https://www.properati.com.ar/detalle/3ipgy_alquiler_departamento_palermo-chico_suite_lavadero_dependencias_garage_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",205
"4884","Arevalo 1660",-34.5811023,-58.4410135,"",,3,2,62,58,2021-02-07,,"https://www.properati.com.ar/detalle/3in6q_alquiler_departamento_palermo-hollywood_balcon_baulera_lavadero_piscina_garage_ciclovias-y-bicisendas-de-buenos-aires_acchini-chaufan-corredores-inmobiliarios_fbs","depto","properati",62
"4885","AVENIDA CHENAUT al 1900",-34.571179,-58.431863,"USD",900,2,1,70,63,2021-02-05,11000,"https://www.properati.com.ar/detalle/3ijuw_alquiler_departamento_palermo_balcon_suite_gimnasio_lavadero_piscina_terraza_luminoso_lujoso_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cityprop_hm5x","depto","properati",70
"4886","Saavedra  500",-34.6153594,-58.4029811,"ars",22000,2,1,38,36,2021-02-05,,"https://www.properati.com.ar/detalle/3ilvw_alquiler_departamento_saavedra_subte-linea-d_subte-linea-b_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_prez-inmobiliaria","depto","properati",38
"4887","Florida al 1000",-34.5955064304,-58.3747055454,"USD",3000,3,2,181,181,2021-02-05,,"https://www.properati.com.ar/detalle/3ikia_alquiler_departamento_capital-federal_suite_hidromasaje_lavadero_toilette_vestidor_luminoso_dependencias_adriana-massa-sotheby-s-international-realty_hlvs","depto","properati",181
"4888","PARANA al 1000",-34.5963656,-58.3882232,"ARS",25000,2,1,,,2021-02-05,6000,"https://www.properati.com.ar/detalle/3ilkb_alquiler_departamento_barrio-norte_balcon_luminoso_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_inmomax_hl7j","depto","properati",
"4889","Ugarteche al 3200",-34.578599146,-58.4109091159,"USD",3000,3,2,100,80,2021-02-04,5600,"https://www.properati.com.ar/detalle/3ihir_alquiler_departamento_palermo-chico_parrilla_terraza_toilette_luminoso_ciclovias-y-bicisendas-de-buenos-aires_bullpro-negocios-inmobiliarios","depto","properati",100
"4890","Av. Alvear al 1500",-34.5901510729,-58.3852383694,"USD",2900,4,2,200,200,2021-02-04,,"https://www.properati.com.ar/detalle/3ihiz_alquiler_departamento_recoleta_jardin_lujoso_dependencias_garage_amoblado_impecable_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_bullpro-negocios-inmobiliarios","depto","properati",200
"4891","Brisas Puerto Madero - Juana Manso 1600",-34.6168539,-58.3622506,"USD",4500,3,2,115,90,2021-02-03,,"https://www.properati.com.ar/detalle/3if5j_alquiler_departamento_puerto-madero_balcon_luminoso_amoblado_ciclovias-y-bicisendas-de-buenos-aires_situar-propiedades_bjw","depto","properati",115
"4892","AV SAENZ  al 100",-34.637701,-58.4002165,"",,2,1,40,40,2021-02-03,,"https://www.properati.com.ar/detalle/3ifb1_alquiler_departamento_parque-patricios_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_costa-propiedades_hma1","depto","properati",40
"4893","Roque Pérez al 3100",-34.5592387,-58.475559,"ARS",23000,1,,26,26,2021-02-03,7100,"https://www.properati.com.ar/detalle/3iffx_alquiler_departamento_coghlan_baulera_luminoso_amoblado_placard_guidetti","depto","properati",26
"4894","ARTIGAS al 1000",-34.6180584,-58.46911,"ARS",29000,2,1,40,40,2021-02-03,5000,"https://www.properati.com.ar/detalle/3igbc_alquiler_departamento_flores_lavadero_luminoso_ciclovias-y-bicisendas-de-buenos-aires_abba-cabanillas","depto","properati",40
"4895","Macacha Guemes al 300",-34.6048941,-58.3635945,"ARS",360000,3,2,212,186,2021-02-03,58000,"https://www.properati.com.ar/detalle/3igug_alquiler_departamento_puerto-madero_balcon_baulera_suite_gimnasio_hidromasaje_jardin_lavadero_piscina_toilette_vestidor_luminoso_sauna_lujoso_dependencias_electrogeno_garage_amenities_impecable_placard_aire-acondicionado_losa-radiante_subte-linea-b_","depto","properati",212
"4896","Alvear  al 1800, 5",-34.5885022,-58.3880953,"USD",2700,4,3,200,190,2021-02-03,50000,"https://www.properati.com.ar/detalle/3if7k_alquiler_departamento_recoleta_balcon_suite_hidromasaje_lavadero_toilette_dependencias_garage_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_zemborain-propiedades_hmxj","depto","properati",200
"4897","Charcas al 4200",,,"",,2,1,38,30,2021-02-03,,"https://www.properati.com.ar/detalle/3ifbb_alquiler_departamento_palermo_luminoso_costa-propiedades_hma1","depto","properati",38
"4898","SAENZ al 200",-34.637701,-58.4002165,"",,2,1,30,30,2021-02-03,,"https://www.properati.com.ar/detalle/3ifbr_alquiler_departamento_parque-patricios_luminoso_placard_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_costa-propiedades_hma1","depto","properati",30
"4899","Alvear al 1900",-34.5874667,-58.389262,"USD",2300,5,3,,,2021-02-03,25000,"https://www.properati.com.ar/detalle/3ighq_alquiler_departamento_recoleta_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_mabel-acevedo-propiedades_hl29","depto","properati",
"4900","MARTA LYNCH al al 400",,,"USD",5800,4,3,205,205,2021-02-03,49000,"https://www.properati.com.ar/detalle/3igp4_alquiler_departamento_puerto-madero_baulera_suite_gimnasio_lavadero_parrilla_piscina_sum_toilette_vestidor_sauna_lujoso_dependencias_garage_amenities_aire-acondicionado_coty-jaureguiberry-cartana_hlun","depto","properati",205
"4901","SUIPACHA 1000",-34.5954722374,-58.3799356919,"ARS",30000,2,1,38,38,2021-02-03,3000,"https://www.properati.com.ar/detalle/3igzi_alquiler_departamento_barrio-norte_balcon_amoblado_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_baires-bienes-raices_hmzc","depto","properati",38
"4902","Av. Libertador  2128",-34.5814658,-58.4030082,"",,5,4,400,,2021-02-02,,"https://www.properati.com.ar/detalle/3b6l9_alquiler_departamento_mar-del-plata_baulera_suite_hidromasaje_lavadero_toilette_vestidor_dependencias_garage_suarez-propiedades","depto","properati",400
"4903","Gúemes al 3300",-34.5896081,-58.4114897,"USD",1500,3,2,90,85,2021-02-02,20000,"https://www.properati.com.ar/detalle/3ieka_alquiler_departamento_palermo_piscina_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_kerner-propiedades_hmu0","depto","properati",90
"4904","Gelly y Obes al 2200, 4",,,"USD",12000,8,4,597,584,2021-02-02,172000,"https://www.properati.com.ar/detalle/3ienm_alquiler_departamento_palermo-chico_suite_lavadero_toilette_vestidor_lujoso_dependencias_electrogeno_garage_zemborain-propiedades_hmxj","depto","properati",597
"4905","Brisas Puerto Madero - Juana Manso 1600",-34.6168539,-58.3622506,"USD",2000,2,1,75,53,2021-02-02,,"https://www.properati.com.ar/detalle/3id6i_alquiler_departamento_puerto-madero_balcon_luminoso_amoblado_placard_ciclovias-y-bicisendas-de-buenos-aires_situar-propiedades_bjw","depto","properati",75
"4906","Beruti 3300",-34.587294,-58.41004,"USD",3500,4,3,,,2021-02-01,36400,"https://www.properati.com.ar/detalle/3d7xc_alquiler_departamento_palermo_suite_hidromasaje_parrilla_piscina_quincho_terraza_toilette_vista_garage_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_tizado-alto-palermo","depto","properati",
"4907","Camila O´Gorman al 400",-34.6177194,-58.3620561,"USD",2300,4,3,140,,2021-02-01,39000,"https://www.properati.com.ar/detalle/3icd0_alquiler_departamento_puerto-madero_balcon_suite_gimnasio_piscina_toilette_vestidor_luminoso_vista_sauna_lujoso_electrogeno_garage_placard_aire-acondicionado_rhr-real-estate_cwt","depto","properati",140
"4908","Juana Manso 740 29°, Puerto Madero, Capital Federal, Argentina. ",-34.6060815,-58.363063,"USD",1800,1,,125,,2021-01-31,,"https://www.properati.com.ar/detalle/3i9q3_alquiler_departamento_puerto-madero_balcon_suite_gimnasio_lavadero_piscina_vestidor_vista_sauna_garage_amoblado_amenities_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_german-brea","depto","properati",125
"4909","Migueletes al 800",-34.5659810458,-58.4352824915,"USD",2500,3,2,120,100,2021-01-31,1,"https://www.properati.com.ar/detalle/3i8uf_alquiler_departamento_palermo_suite_gimnasio_lavadero_piscina_sum_toilette_vestidor_garage_amenities_ciclovias-y-bicisendas-de-buenos-aires_sluga-propiedades_hkgo","depto","properati",120
